region_id,C06_CFNC_BF_3000_mr,C06_CFNC_BF_Ns,C06_CFNC_BF_Tot,C06_CFNC_BPT_N,C06_CFNC_BPT_1_199,C06_CFNC_BPT_200_399,C06_CFNC_BPT_400_599,C06_CFNC_BPT_600_799,C06_CFNC_BPT_800_999,C06_CFNC_BPT_1000_1499,C06_CFNC_BPT_1500_1999,C06_CFNC_BPT_2000_2499,C06_CFNC_BPT_2500_2999,C06_CFNC_BPT_3000m,C06_CFNC_BPT_Ns,C06_CFNC_BPT_Tot,C06_CFNC_1F1P_N,C06_CFNC_1F1P_1_199,C06_CFNC_1F1P_200_399,C06_CFNC_1F1P_400_599,C06_CFNC_1F1P_600_799,C06_CFNC_1F1P_800_999,C06_CFNC_1F1P_1000_1499,C06_CFNC_1F1P_1500_1999,C06_CFNC_1F1P_2000_2499,C06_CFNC_1F1P_2500_2999,C06_CFNC_1F1P_3000m,C06_CFNC_1F1P_Ns,C06_CFNC_1F1P_Tot,C06_CFNC_1E1A_N,C06_CFNC_1E1A_1_199,C06_CFNC_1E1A_200_399,C06_CFNC_1E1A_400_599,C06_CFNC_1E1A_600_799,C06_CFNC_1E1A_800_999,C06_CFNC_1E1A_1000_1499,C06_CFNC_1E1A_1500_1999,C06_CFNC_1E1A_2000_2499,C06_CFNC_1E1A_2500_2999,C06_CFNC_1E1A_3000m,C06_CFNC_1E1A_Ns,C06_CFNC_1E1A_Tot,C06_CFNC_1F1NW_N,C06_CFNC_1F1NW_1_199,C06_CFNC_1F1NW_200_399,C06_CFNC_1F1NW_400_599,C06_CFNC_1F1NW_600_799,C06_CFNC_1F1NW_800_999,C06_CFNC_1F1NW_1000_1499,C06_CFNC_1F1NW_1500_1999,C06_CFNC_1F1NW_2000_2499,C06_CFNC_1F1NW_2500_2999,C06_CFNC_1F1NW_i3000m,C06_CFNC_1F1NW_Ns,C06_CFNC_1F1NW_Tot,C06_CFNC_1P1NW_N,C06_CFNC_1P1NW_1_199,C06_CFNC_1P1NW_200_399,C06_CFNC_1P1NW_400_599,C06_CFNC_1P1NW_600_799,C06_CFNC_1P1NW_800_999,C06_CFNC_1P1NW_1000_1499,C06_CFNC_1P1NW_1500_1999,C06_CFNC_1P1NW_2000_2499,C06_CFNC_1P1NW_2500_2999,C06_CFNC_1P1NW_3000_mr,C06_CFNC_1P1NW_Ns,C06_CFNC_1P1NW_T,C06_CFNC_1A1NW_N,C06_CFNC_1A1NW_1_199,C06_CFNC_1A1NW_200_399,C06_CFNC_1A1NW_400_599,C06_CFNC_1A1NW_600_799,C06_CFNC_1A1NW_800_999,C06_CFNC_1A1NW_1000_1499,C06_CFNC_1A1NW_1500_1999,C06_CFNC_1A1NW_2000_2499,C06_CFNC_1A1NW_2500_2999,C06_CFNC_1A1NW_3000_mr,C06_CFNC_1A1NW_Ns,C06_CFNC_1A1NW_Tot,C06_CFNC_BA_N,C06_CFNC_BA_1_199,C06_CFNC_BA_200_399,C06_CFNC_BA_400_599,C06_CFNC_BA_600_799,C06_CFNC_BA_800_999,C06_CFNC_BA_1000_1499,C06_CFNC_BA_1500_1999,C06_CFNC_BA_2000_2499,C06_CFNC_BA_2500_2999,C06_CFNC_BA_3000_mr,C06_CFNC_BA_Ns,C06_CFNC_BA_Tot,C06_CFNC_BNW_Ne_Nil,C06_CFNC_BNW_1_199,C06_CFNC_BNW_200_399,C06_CFNC_BNW_400_599,C06_CFNC_BNW_600_799,C06_CFNC_BNW_800_999,C06_CFNC_BNW_1000_1499,C06_CFNC_BNW_1500_1999,C06_CFNC_BNW_2000_2499,C06_CFNC_BNW_2500_2999,C06_CFNC_BNW_3000mr,C06_CFNC_BNW_Ns,C06_CFNC_BNW_T,C06_CFNC_LFns_N,C06_CFNC_LFns_1_199,C06_CFNC_LFns_200_399,C06_CFNC_LFns_400_599,C06_CFNC_LFns_600_799,C06_CFNC_LFns_800_999,C06_CFNC_LFns_1000_1499,C06_CFNC_LFns_1500_1999,C06_CFNC_LFns_2000_2499,C06_CFNC_LFns_2500_2999,C06_CFNC_LFns_3000m,C06_CFNC_LFns_Ns,C06_CFNC_LFns_T,C06_CFNC_T_N,C06_CFNC_T_1_199,C06_CFNC_T_200_399,C06_CFNC_T_400_599,C06_CFNC_T_600_799,C06_CFNC_T_800_999,C06_CFNC_T_1000_1499,C06_CFNC_T_1500_1999,C06_CFNC_T_2000_2499,C06_CFNC_T_2500_2999,C06_CFNC_T_3000m,C06_CFNC_T_Ns,C06_CFNC_T_T,C06_CFC_BFT_N,C06_CFC_BFT_1_199,C06_CFC_BFT_200_399,C06_CFC_BFT_400_599,C06_CFC_BFT_600_799,C06_CFC_BFT_800_999,C06_CFC_BFT_1000_1499,C06_CFC_BFT_1500_1999,C06_CFC_BFT_2000_2499,C06_CFC_BFT_2500_2999,C06_CFC_BFT_3000_mr,C06_CFC_BFT_Ns,C06_CFC_BFT_Tot,C06_CFC_BPT_N,C06_CFC_BPT_1_199,C06_CFC_BPT_200_399,C06_CFC_BPT_400_599,C06_CFC_BPT_600_799,C06_CFC_BPT_800_999,C06_CFC_BPT_1000_1499,C06_CFC_BPT_1500_1999,C06_CFC_BPT_2000_2499,C06_CFC_BPT_2500_2999,C06_CFC_BPT_3000m,C06_CFC_BPT_Ns,C06_CFC_BPT_T,C06_CFC_1F1P_N,C06_CFC_1F1P_1_199,C06_CFC_1F1P_200_399,C06_CFC_1F1P_400_599,C06_CFC_1F1P_600_799,C06_CFC_1F1P_800_999,C06_CFC_1F1P_1000_1499,C06_CFC_1F1P_1500_1999,C06_CFC_1F1P_2000_2499,C06_CFC_1F1P_2500_2999,C06_CFC_1F1P_3000m,C06_CFC_1F1P_Ns,C06_CFC_1F1P_Tot,C06_CF_1E1A_N,C06_CF_1E1A_1_199,C06_CF_1E1A_200_399,C06_CF_1E1A_400_599,C06_CF_1E1A_600_799,C06_CF_1E1A_800_999,C06_CF_1E1A_1000_1499,C06_CF_1E1A_1500_1999,C06_CF_1E1A_2000_2499,C06_CF_1E1A_2500_2999,C06_CF_1E1A_3000m,C06_CF_1E1A_Ns,C06_CF_1E1A_T,C06_CF_1F1NW_N,C06_CF_1F1NW_1_199,C06_CF_1F1NW_200_399,C06_CF_1F1NW_400_599,C06_CF_1F1NW_600_799,C06_CF_1F1NW_800_999,C06_CF_1F1NW_1000_1499,C06_CF_1F1NW_1500_1999,C06_CF_1F1NW_2000_2499,C06_CF_1F1NW_2500_2999,C06_CF_1F1NW_3000mo,C06_CF_1F1NW_Ns,C06_CF_1F1NW_T,C06_CF_1P1NW_N,C06_CF_1P1NW_1_199
LGA35250,0,0,8,0,0,0,0,4,0,0,3,0,0,0,0,7,0,0,0,0,0,3,3,3,0,0,0,0,9,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,3,0,3,0,0,0,0,0,0,9,0,0,3,3,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,8,11,7,6,6,9,3,0,0,3,56,0,0,0,4,0,0,3,0,0,0,0,0,7,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,4,5,0,3,0,0,0,0,0,12,0,0,3,3,0,0,0,0,0,0,0,0,6,0,0,5,11,0,4,8,3,0,0,0,0,31,0,0
LGA35300,85,6,647,0,0,0,3,0,3,17,3,3,3,3,3,38,0,0,0,9,6,6,59,62,29,18,21,9,219,0,0,0,0,0,0,6,14,14,7,4,7,52,0,3,3,10,12,14,69,37,6,18,0,11,183,0,0,3,9,7,3,4,3,3,3,0,0,35,0,0,0,0,4,3,9,3,0,3,0,0,22,0,0,0,0,0,0,0,5,7,0,6,0,18,6,8,3,91,36,3,26,3,0,0,0,15,191,0,0,0,0,4,0,3,0,3,0,0,125,135,9,11,12,122,72,35,307,278,238,161,119,176,1540,3,0,0,3,7,3,60,86,153,79,127,68,589,0,0,0,0,3,0,9,3,3,3,0,3,24,0,0,0,3,3,8,76,146,113,63,62,33,507,0,0,0,3,0,0,3,17,17,19,7,15,81,0,0,0,12,12,28,167,132,31,76,17,40,515,0,3
LGA35600,5,4,149,0,0,0,0,0,0,3,0,0,0,3,0,6,0,0,3,9,4,6,31,7,0,0,0,3,63,0,0,0,0,0,3,7,0,3,3,0,0,16,0,0,3,8,11,0,5,7,0,0,0,4,38,0,0,3,13,0,3,3,0,0,0,0,0,22,0,0,0,0,3,0,3,0,0,0,0,3,9,0,0,0,0,0,0,4,0,0,0,0,0,4,5,3,0,49,10,3,5,0,0,0,0,6,81,0,0,0,5,0,0,0,3,0,0,0,52,60,9,3,9,93,40,18,116,51,22,7,8,72,448,3,3,3,6,12,5,44,22,12,10,3,26,149,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,3,7,14,50,27,3,3,3,13,123,0,0,0,0,0,0,7,9,4,0,3,4,27,0,0,3,15,6,9,23,12,0,0,0,5,73,0,0
LGA35670,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,4,4,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,3,3,6,0,3,0,0,3,36,3,0,0,0,0,3,0,3,0,0,0,0,9,0,0,0,0,0,0,3,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,4,3,3,0,0,0,0,20,0,0
LGA35760,23,15,355,0,3,3,8,11,11,18,6,0,0,0,3,63,4,3,3,12,27,21,61,17,4,8,7,9,176,0,0,0,3,0,3,17,0,0,0,0,3,26,3,3,5,16,21,13,28,0,3,6,0,8,106,4,0,7,22,16,3,5,0,0,4,0,4,65,3,0,3,3,3,3,3,0,0,0,0,3,21,0,0,3,3,0,0,12,3,0,0,3,0,24,11,24,9,187,64,8,37,8,3,0,3,17,371,0,0,3,18,4,0,6,0,0,0,0,83,114,31,44,40,300,180,88,331,71,31,24,36,145,1321,4,4,3,13,15,14,87,52,31,5,15,35,278,0,0,0,0,3,3,11,3,3,0,0,5,28,0,0,3,16,21,32,92,56,13,12,5,33,283,3,0,0,3,0,0,13,5,0,0,4,5,33,3,3,3,20,39,25,49,10,3,3,0,11,169,0,0
LGA35780,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,9,0,0,3,0,3,3,0,0,0,0,0,0,9,0,0,0,4,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,3,3,6,13,9,6,10,3,0,3,0,0,56,0,0,0,0,3,3,24,10,6,0,0,3,49,0,0,0,0,5,3,3,0,0,0,0,3,14,0,0,0,4,3,3,13,7,0,0,3,3,36,0,0,3,4,5,0,3,0,0,0,0,0,15,0,0,0,6,7,9,6,0,0,0,0,4,32,0,3
LGA35790,0,0,6,0,0,0,3,3,0,0,0,3,0,0,0,9,0,0,0,0,0,3,3,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,9,0,0,0,0,3,0,0,0,0,0,0,3,6,0,0,6,9,12,6,6,0,6,0,0,3,48,0,0,0,0,0,3,7,0,0,0,0,0,10,0,0,3,0,3,3,0,3,0,0,0,0,12,0,0,0,0,3,3,3,3,3,0,0,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,14,0,0,0,0,0,25,0,0
LGA35800,3,3,74,0,0,0,0,3,0,0,3,0,0,0,0,6,0,0,0,3,3,3,14,3,0,0,3,0,29,0,0,0,0,0,0,3,4,0,0,0,0,7,0,3,0,4,0,3,0,0,0,0,0,0,10,0,3,0,5,4,3,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,28,8,0,0,0,0,0,0,6,45,0,0,0,0,0,0,0,0,0,0,0,11,11,4,12,5,52,25,12,37,20,4,0,6,20,197,0,0,0,0,3,0,16,8,0,0,4,9,40,0,0,0,0,0,0,3,0,0,0,0,3,6,0,0,0,0,4,3,10,3,6,0,0,5,31,0,0,0,0,0,3,0,3,3,0,0,0,9,0,0,0,4,3,8,4,4,0,0,0,3,26,0,0
LGA36070,0,0,9,0,0,0,3,0,3,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,3,6,3,3,0,0,0,33,0,0,0,0,0,0,3,6,0,0,0,0,9,0,0,0,3,0,0,0,4,0,0,0,0,7,0,0,0,3,4,3,3,0,0,0,0,0,13,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0
LGA36150,0,0,40,0,0,0,0,0,3,3,0,0,0,3,0,9,0,0,0,0,3,4,3,0,0,0,0,0,10,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,0,6,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,3,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,15,15,3,3,3,11,13,12,29,8,3,0,3,15,103,0,0,0,5,3,0,5,3,5,0,0,10,31,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,10,3,3,3,0,3,22,0,0,0,0,0,0,3,0,0,0,0,3,6,0,0,0,3,3,3,3,0,0,0,0,3,15,0,0
LGA36250,254,50,3030,4,3,9,45,56,42,146,46,30,4,25,12,422,7,0,4,30,58,133,729,407,183,63,83,31,1728,0,0,3,6,18,16,104,56,50,17,14,18,302,6,3,5,109,178,211,458,129,45,111,35,66,1356,5,7,51,197,137,69,122,32,21,15,10,17,683,3,0,12,15,23,25,32,12,4,9,3,15,153,0,0,0,8,4,4,25,23,19,11,9,10,113,71,135,112,1985,1046,294,690,94,45,22,55,198,4747,5,9,3,38,25,0,24,3,3,3,0,720,833,111,160,202,2451,1587,835,3203,1644,1029,520,488,1137,13367,9,5,3,18,34,31,604,855,832,458,566,379,3794,4,3,3,17,35,44,134,97,55,15,43,38,488,3,8,8,26,94,193,1536,1357,780,462,419,382,5268,0,3,3,4,16,24,194,149,140,66,52,95,746,5,7,22,86,234,401,1257,529,159,386,112,330,3528,0,3
LGA36300,3,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,9,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,6,3,0,0,8,3,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,7,7,9,0,0,11,10,9,19,9,3,0,3,7,80,0,0,3,0,6,3,8,6,0,0,0,8,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,4,4,0,0,0,21,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,4,3,9,0,0,3,0,4,23,0,0
LGA36360,163,45,2216,3,0,5,34,47,25,90,12,10,8,6,8,248,8,4,8,26,67,111,573,230,107,39,69,32,1274,0,0,5,4,10,19,75,35,27,10,11,16,212,3,3,12,103,198,152,334,84,20,51,18,41,1019,0,5,50,171,96,51,70,21,5,5,6,13,493,0,0,0,26,24,11,35,17,0,11,0,11,135,0,0,0,4,6,6,32,15,8,5,8,9,93,65,125,77,1806,661,149,398,46,28,22,29,150,3556,0,7,6,52,8,9,22,3,0,3,3,927,1040,87,157,171,2259,1166,566,2417,983,602,313,313,1252,10286,8,3,3,13,25,31,446,515,428,255,257,222,2206,0,0,3,16,28,17,85,54,21,6,22,22,274,6,4,4,29,88,146,941,722,389,165,176,234,2904,0,0,3,3,12,21,129,111,61,50,32,63,485,4,0,10,93,221,338,873,314,72,151,48,167,2291,0,3
LGA36510,48,25,850,0,11,4,23,35,19,65,11,8,3,0,5,184,10,3,3,33,38,57,272,90,37,14,22,19,598,3,0,3,3,15,11,34,18,5,5,4,6,107,3,0,11,42,77,57,125,30,4,20,7,10,386,0,12,28,70,38,19,36,15,0,3,6,10,237,0,0,6,3,8,4,14,5,5,3,0,4,52,0,0,3,4,3,0,16,10,3,4,0,3,46,35,44,36,659,235,63,168,30,12,3,10,50,1345,0,0,0,22,11,5,9,3,0,0,0,239,289,58,75,100,877,504,262,1049,399,197,105,97,371,4094,3,4,3,7,28,22,196,159,121,55,58,90,746,3,0,4,9,13,29,48,23,11,4,0,14,158,0,0,3,20,50,79,385,252,88,43,41,76,1037,3,0,0,8,9,12,51,31,16,5,3,20,158,3,9,12,51,89,143,312,104,17,46,7,67,860,0,0
LGA36580,16,16,388,0,0,4,11,25,10,32,8,3,0,0,5,98,0,5,0,15,27,26,113,44,19,3,6,6,264,3,0,0,9,6,3,29,7,4,6,0,10,77,0,0,11,43,46,55,67,19,3,6,5,17,272,3,7,14,35,23,10,23,3,3,3,0,4,128,0,0,3,3,10,0,8,3,0,3,0,0,30,3,0,3,4,0,0,4,6,0,0,0,4,24,32,41,25,490,139,49,59,3,3,0,4,36,881,0,6,0,14,3,0,0,0,3,0,0,137,163,53,65,66,640,290,164,482,174,82,43,31,235,2325,3,3,3,7,9,15,116,100,43,24,25,54,402,0,0,0,3,4,11,15,14,3,4,3,12,69,0,0,0,12,19,36,185,119,40,9,14,55,489,3,0,0,3,5,11,26,15,5,0,0,4,72,3,5,3,30,58,91,171,36,14,20,3,49,483,0,0
LGA36630,44,16,664,4,0,5,18,34,10,35,11,4,0,0,5,126,3,0,14,26,44,40,196,58,22,7,9,7,426,0,0,3,6,12,7,22,12,4,0,3,0,69,3,4,4,72,74,30,74,22,6,16,0,19,324,0,0,19,87,40,9,28,4,0,4,0,9,200,0,0,3,7,4,4,7,0,0,3,5,6,39,4,0,0,3,5,0,5,3,7,3,0,3,33,17,71,42,864,218,43,128,15,3,3,7,52,1463,3,0,0,26,8,3,3,3,3,0,0,238,287,45,82,101,1142,492,167,750,239,129,61,68,355,3631,4,4,3,11,29,19,166,136,86,41,39,58,596,0,0,3,4,7,18,28,9,8,0,0,3,80,3,4,3,19,40,56,256,156,75,36,35,64,747,0,0,3,4,8,11,34,16,8,7,3,17,111,3,3,7,47,114,116,224,71,19,28,3,39,674,0,3
LGA36660,23,12,782,4,3,0,31,28,15,45,13,10,0,4,3,156,3,5,7,27,49,55,219,72,22,13,8,6,486,0,3,0,3,11,4,29,13,3,5,0,3,74,6,5,9,71,66,40,63,19,4,10,0,22,315,0,0,22,83,45,25,23,10,3,0,0,8,219,0,0,3,12,8,3,8,0,0,0,0,3,37,0,0,0,4,5,4,17,4,0,0,4,5,43,27,56,44,742,254,39,157,12,0,3,6,59,1399,0,4,3,28,12,0,10,3,3,0,0,242,305,50,89,93,1040,529,220,932,275,126,54,45,363,3816,5,5,10,16,24,21,203,155,85,36,36,73,669,0,0,0,7,20,18,50,18,6,0,4,15,138,0,6,4,24,55,96,418,180,65,23,25,76,972,0,3,0,3,13,6,49,24,10,9,0,13,130,0,0,19,70,126,128,231,54,9,11,4,53,705,3,0
LGA36710,361,95,5614,17,13,42,163,239,187,572,142,90,52,74,25,1616,17,17,23,101,251,416,1800,737,340,153,188,61,4104,4,0,7,31,40,46,272,142,74,36,47,50,749,9,12,61,284,416,388,762,187,89,132,45,117,2502,11,37,161,600,330,212,392,91,38,41,43,64,2020,3,3,20,64,57,39,109,33,9,14,5,16,372,5,3,3,9,18,14,98,44,36,16,16,33,295,263,419,320,5612,3263,891,2597,413,246,143,221,481,14869,13,10,14,141,64,13,55,15,7,8,4,1961,2305,383,544,664,7073,4860,2330,8708,3182,1827,968,1004,2903,34446,27,23,18,63,104,125,1160,1170,984,488,472,586,5220,3,6,16,78,160,195,589,213,114,66,63,160,1663,21,21,40,132,325,549,3102,1953,860,414,509,695,8621,5,5,3,20,59,74,322,248,148,81,60,143,1168,20,24,56,263,631,890,2165,675,165,386,93,504,5872,3,8
LGA36810,54,36,1005,3,3,6,31,56,24,72,11,8,0,3,4,221,6,3,3,25,48,61,226,66,28,16,22,20,524,0,3,0,5,4,11,49,12,8,6,7,7,112,4,3,7,75,68,52,110,31,13,11,3,17,394,3,3,34,132,59,35,36,17,0,0,6,5,330,3,3,0,14,13,7,18,0,0,4,0,10,72,3,3,0,5,4,8,17,9,6,0,0,13,68,40,60,50,882,310,54,202,21,8,5,5,85,1722,5,3,3,31,5,0,13,4,0,3,3,434,504,89,93,112,1236,628,292,1135,356,178,99,103,631,4952,8,4,3,17,34,23,200,192,117,67,53,109,827,3,0,3,12,23,25,60,19,9,0,5,9,168,3,3,10,29,60,92,360,180,86,38,44,95,1000,0,0,0,3,7,8,50,26,17,4,5,25,145,3,3,12,69,117,127,271,66,16,25,6,59,774,3,0
LGA36910,214,65,3560,3,9,14,65,79,45,142,39,16,9,18,7,446,8,6,16,70,152,209,894,356,155,54,97,38,2055,3,5,3,16,22,33,128,60,46,13,18,15,362,15,9,28,182,325,219,437,110,29,53,14,68,1489,8,17,51,259,138,76,119,21,5,9,13,29,745,3,0,8,46,27,13,40,6,0,6,4,17,170,0,3,0,4,7,5,38,22,13,4,3,14,113,82,168,105,2296,968,201,635,91,50,18,34,188,4836,3,3,5,75,26,13,27,3,3,0,4,994,1156,161,242,242,3100,1868,908,3766,1585,838,368,419,1435,14932,16,15,8,38,77,58,777,831,646,344,280,373,3463,0,4,9,21,43,51,166,87,32,19,22,36,490,10,0,26,69,150,291,1647,1126,520,237,239,319,4634,0,0,3,13,29,36,198,137,83,56,35,49,639,7,9,28,157,435,627,1403,424,111,181,62,240,3684,0,12
LGA36950,0,3,59,0,0,0,3,4,0,0,0,3,0,0,0,10,0,0,0,0,0,3,7,8,0,0,0,0,18,0,3,0,0,0,0,3,4,0,0,0,0,10,0,0,0,4,4,4,4,0,0,0,0,0,16,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,9,0,0,0,0,0,3,0,0,12,0,0,0,0,0,3,0,0,3,0,0,3,9,3,3,0,20,8,14,33,24,23,3,0,9,140,0,3,3,0,3,4,25,21,18,10,3,4,94,0,0,0,0,0,0,6,3,0,0,3,0,12,0,0,0,3,0,0,23,15,0,5,3,3,52,0,0,0,0,3,4,6,3,4,0,3,3,26,0,0,0,0,6,10,16,5,0,0,0,3,40,0,0
LGA36960,3,0,20,0,0,0,11,0,0,0,3,3,0,0,0,17,0,0,0,0,8,6,10,3,3,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,3,0,0,0,0,0,14,0,0,3,12,0,3,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,20,3,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,6,47,17,13,18,9,9,3,3,3,131,0,0,0,8,6,4,33,10,3,3,0,0,67,0,0,0,19,23,9,20,4,0,3,3,3,84,0,0,0,8,16,27,31,9,3,0,0,3,97,0,0,0,0,3,4,6,0,3,0,0,3,19,0,0,0,15,10,13,23,5,0,3,0,3,72,0,0
LGA37010,358,75,4189,3,5,4,37,41,34,136,40,30,12,22,9,373,0,3,12,39,106,159,884,454,216,85,120,48,2126,0,0,3,10,21,27,159,108,66,29,24,21,468,4,0,22,133,230,208,539,161,46,121,37,82,1583,0,10,60,144,103,72,124,30,11,14,3,14,585,4,5,11,14,26,25,50,11,5,7,0,16,174,0,3,0,3,4,10,55,35,31,13,5,8,167,64,107,95,1575,757,212,479,71,29,23,20,139,3571,6,3,3,55,15,5,24,5,4,0,0,1522,1642,88,145,215,2035,1361,815,3686,2022,1327,661,589,1934,14878,7,10,5,20,38,42,724,1035,952,506,464,363,4166,0,3,3,22,29,36,135,84,42,21,17,31,423,4,5,11,27,77,156,1352,1245,653,337,360,303,4530,6,0,3,8,21,35,199,230,152,84,75,79,892,5,6,25,85,291,465,1299,529,135,287,81,231,3439,0,3
LGA37300,37,0,108,0,0,0,0,0,0,3,0,0,0,3,0,6,0,0,0,0,0,3,21,9,7,5,4,0,49,0,0,0,0,0,0,3,3,3,0,0,3,12,0,0,0,0,0,0,3,5,3,3,0,5,19,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,3,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,24,24,0,0,0,0,0,6,43,34,43,28,47,32,233,0,0,0,0,0,0,5,15,35,22,33,12,122,0,0,0,0,0,0,3,0,3,0,0,0,6,0,0,0,0,4,0,13,24,17,11,10,6,85,0,0,0,0,0,0,5,7,4,4,0,4,24,0,0,0,3,0,4,20,22,0,21,0,3,73,0,0
LGA37310,46,34,850,6,4,4,19,25,9,31,3,5,0,3,6,115,7,3,7,27,52,64,194,64,26,10,19,17,490,3,0,3,6,4,3,24,10,3,3,4,5,68,0,5,20,48,72,41,68,24,11,26,3,20,338,3,0,17,52,19,23,16,3,5,0,0,9,147,3,0,0,8,13,4,11,0,0,0,0,3,42,4,0,0,3,7,4,8,5,0,4,4,7,46,12,31,16,478,128,23,89,8,4,4,5,45,843,0,6,0,15,5,0,5,0,0,0,0,216,247,72,65,70,694,374,205,770,279,143,68,84,362,3186,10,9,18,19,34,23,217,143,92,33,48,124,770,3,0,0,3,9,8,23,7,3,4,3,12,75,5,3,8,35,57,69,349,169,72,30,32,75,904,0,3,0,3,8,8,39,20,17,7,3,15,123,3,4,13,47,108,100,254,74,9,41,10,58,721,0,0
LGA37340,46,18,912,3,3,3,18,29,8,45,16,8,4,4,0,141,0,3,4,19,36,43,210,95,28,17,14,10,479,0,3,3,0,8,3,17,13,9,5,4,10,75,3,3,5,46,53,34,97,27,9,20,5,13,315,0,3,22,41,21,13,22,4,0,4,5,8,143,0,0,3,10,0,3,15,6,3,0,0,6,46,3,0,3,0,0,3,5,12,4,3,3,5,41,25,47,27,369,150,45,117,12,11,6,5,48,862,0,0,0,13,11,0,10,0,0,0,0,263,297,46,65,73,533,335,170,923,413,188,98,86,381,3311,4,4,0,7,20,18,221,161,113,43,59,90,740,0,0,0,3,12,14,28,19,4,3,0,13,96,3,3,8,15,21,42,295,174,90,37,30,70,788,0,0,0,0,0,9,32,24,19,4,11,17,116,3,0,7,23,70,65,153,86,11,31,11,46,506,3,0
