region_id,C01_Se_h_NPUR_1,C01_Se_h_NPUR_2,C01_Se_h_NPUR_3,C01_Se_h_NPUR_4,C01_Se_h_NPUR_5,C01_Se_h_NPUR_6more,C01_Se_h_Tot,C01_SDRTHT1S_NPUR_1,C01_SDRTHT1S_NPUR_2,C01_SDRTHT1S_NPUR_3,C01_SDRTHT1S_NPUR_4,C01_SDRTHT1S_NPUR_5,C01_SDRTHT1S_NPUR_6mo,C01_SDRTHT1S_To,C01_SDRTHT2S_NPUR_1,C01_SDRTHT2S_NPUR_2,C01_SDRTHT2S_NPUR_3,C01_SDRTHT2S_NPUR_4,C01_SDRTHT2S_NPUR_5,C01_SDRTHT2S_NPUR_6mo,C01_SDRTHT2S_To,C01_SDRTHT_NPUR_1,C01_SDRTHT_NPUR_2,C01_SDRTHT_NPUR_3,C01_SDRTHT_NPUR_4,C01_SDRTHT_NPUR_5,C01_SDRTHT_NPUR_6mor,C01_SDRTHT_Tot,C01_FUA_1_2SB_NPUR_1,C01_FUA_1_2SB_NPUR_2,C01_FUA_1_2SB_NPUR_3,C01_FUA_1_2SB_NPUR_4,C01_FUA_1_2SB_NPUR_5,C01_FUA_1_2SB_NPUR_6mor,C01_FUA_1_2SB_Tot,C01_FUA_I_a_3SB_NPUR_1,C01_FUA_I_a_3SB_NPUR_2,C01_FUA_I_a_3SB_NPUR_3,C01_FUA_I_a_3SB_NPUR_4,C01_FUA_I_a_3SB_NPUR_5,C01_FUA_I_a_3SB_NPUR_6m,C01_FUA_In_a_3SB_To,C01_FUA_4mor_s_b_NPUR_1,C01_FUA_4mor_s_b_NPUR_2,C01_FUA_4mor_s_b_NPUR_3,C01_FUA_4mor_s_b_NPUR_4,C01_FUA_4mor_s_b_NPUR_5,C01_FUA_4m_s_b_NPUR_6mor,C01_FUA_4mor_st_bl_Tot,C01_FUA_AH_NPUR_1,C01_FUA_AH_NPUR_2,C01_FUA_AH_NPUR_3,C01_FUA_AH_NPUR_4,C01_FUA_AH_NPUR_5,C01_FUA_AH_NPUR_6mo,C01_FUA_AH_Tot,C01_FUA_To_NPUR_1,C01_FUA_To_NPUR_2,C01_FUA_To_NPUR_3,C01_FUA_To_NPUR_4,C01_FUA_To_NPUR_5,C01_FUA_To_NPUR_6mo,C01_FUA_To_To,C01_OD_CCH_NPUR_1,C01_OD_CCH_NPUR_2,C01_OD_CCH_NPUR_3,C01_OD_CCH_NPUR_4,C01_OD_CCH_NPUR_5,C01_OD_CCH_NPUR_6mo,C01_OD_CCH_Tot,C01_OD_IHTSO_NPUR_1,C01_OD_IHTSO_NPUR_2,C01_OD_IHTSO_NPUR_3,C01_OD_IHTSO_NPUR_4,C01_OD_IHTSO_NPUR_5,C01_OD_IHTSO_NPUR_6mo,C01_OD_IHTSO_Tot,C01_OD_H_f_a_s_o_NPUR_1,C01_OD_H_f_a_s_o_NPUR_2,C01_OD_H_f_a_s_o_NPUR_3,C01_OD_H_f_a_s_o_NPUR_4,C01_OD_H_f_a_s_o_NPUR_5,C01_OD_H_f_a_s_o_NPUR_6mor,C01_OD_H_f_a_s_o_TO,C01_OD_Tot_NPUR_1,C01_OD_Tot_NPUR_2,C01_OD_Tot_NPUR_3,C01_OD_Tot_NPUR_4,C01_OD_Tot_NPUR_5,C01_OD_Tot_NPUR_6mor,C01_OD_T_T,C01_DS_ns_NPUR_1,C01_DS_ns_NPUR_2,C01_DS_ns_NPUR_3,C01_DS_ns_NPUR_4,C01_DS_ns_NPUR_5,C01_DS_ns_NPUR_6more,C01_Dwg_st_NS_T,C01_Tot_NPUR_1,C01_Tot_NPUR_2,C01_Tot_NPUR_3,C01_Tot_NPUR_4,C01_Tot_NPUR_5,C01_Tot_NPUR_6more,C01_T_T,C06_Se_h_NPUR_1,C06_Se_h_NPUR_2,C06_Se_h_NPUR_3,C06_Se_h_NPUR_4,C06_Se_h_NPUR_5,C06_Se_h_NPUR_6more,C06_Se_h_Tot,C06_S_r_t_h_t_1_s_NPUR_1,C06_S_r_t_h_t_1_s_NPUR_2,C06_S_r_t_h_t_1_s_NPUR_3,C06_S_r_t_h_t_1_s_NPUR_4,C06_S_r_t_h_t_1_s_NPUR_5,C06_S_r_t_h_t_1_s_NPUR_6mo,C06_SDRTHTS_To,C06_S_r_t_h_t_2mor_s_NPUR_1,C06_S_r_t_h_t_2mor_s_NPUR_2,C06_S_r_t_h_t_2mor_s_NPUR_3,C06_S_r_t_h_t_2mor_s_NPUR_4,C06_S_r_t_h_t_2mor_s_NPUR_5,C06_SDRTHT2S_NPUR_6mo,C06_SDRTHT2S_To,C06_Sd_r_t_h_t_To_NPUR_1,C06_Sd_r_t_h_t_To_NPUR_2,C06_Sd_r_t_h_t_To_NPUR_3,C06_Sd_r_t_h_t_To_NPUR_4,C06_Sd_r_t_h_t_To_NPUR_5,C06_SDRTHT_NPUR_6mor,C06_Sd_r_t_h_t_To_Tot,C06_Fl_u_a_1_2SB_NPUR_1,C06_Fl_u_a_1_2SB_NPUR_2,C06_Fl_u_a_1_2SB_NPUR_3,C06_Fl_u_a_1_2SB_NPUR_4,C06_Fl_u_a_1_2SB_NPUR_5,C06_F_u_a_1_2SB_NPUR_6mor,C06_FUA_1_2SB_Tot,C06_F_u_a_I_a_3SB_NPUR_1,C06_F_u_a_I_a_3SB_NPUR_2,C06_F_u_a_I_a_3SB_NPUR_3,C06_F_u_a_I_a_3SB_NPUR_4,C06_F_u_a_I_a_3SB_NPUR_5,C06_F_u_a_I_a_3SB_NPUR_6m,C06_FUA_In_a_3_st_b_To,C06_F_u_a_4mor_s_b_NPUR_1,C06_F_u_a_4mor_s_b_NPUR_2,C06_F_u_a_4mor_s_b_NPUR_3,C06_F_u_a_4mor_s_b_NPUR_4,C06_F_u_a_4mor_s_b_NPUR_5,C06_F_u_a_4m_s_b_NPUR_6mor,C06_FUA_4mor_st_bl_Tot,C06_FUA_AH_NPUR_1,C06_FUA_AH_NPUR_2,C06_FUA_AH_NPUR_3,C06_FUA_AH_NPUR_4,C06_FUA_AH_NPUR_5,C06_FUA_AH_NPUR_6mo,C06_FUA_AH_Tot,C06_FUA_To_NPUR_1,C06_FUA_To_NPUR_2,C06_FUA_To_NPUR_3,C06_FUA_To_NPUR_4,C06_FUA_To_NPUR_5,C06_FUA_To_NPUR_6mo,C06_FUA_To_To,C06_OD_CCH_NPUR_1,C06_OD_CCH_NPUR_2,C06_OD_CCH_NPUR_3,C06_OD_CCH_NPUR_4,C06_OD_CCH_NPUR_5,C06_OD_CCH_NPUR_6mo,C06_OD_CCH_Tot,C06_OD_IHTSO_NPUR_1,C06_OD_IHTSO_NPUR_2,C06_OD_IHTSO_NPUR_3,C06_OD_IHTSO_NPUR_4,C06_OD_IHTSO_NPUR_5,C06_OD_IHTSO_NPUR_6mo,C06_OD_IHTSO_Tot,C06_OD_H_f_a_s_o_NPUR_1,C06_OD_H_f_a_s_o_NPUR_2,C06_OD_H_f_a_s_o_NPUR_3,C06_OD_H_f_a_s_o_NPUR_4,C06_OD_H_f_a_s_o_NPUR_5,C06_OD_H_f_a_s_o_NPUR_6mor,C06_OD_H_f_a_s_o_TO,C06_OD_Tot_NPUR_1,C06_OD_Tot_NPUR_2,C06_OD_Tot_NPUR_3,C06_OD_Tot_NPUR_4,C06_OD_Tot_NPUR_5,C06_OD_Tot_NPUR_6mor,C06_OD_T_T,C06_DS_ns_NPUR_1,C06_DS_ns_NPUR_2,C06_DS_ns_NPUR_3,C06_DS_ns_NPUR_4
LGA33960,6540,12197,7135,7088,3572,1829,38361,464,289,108,38,19,5,923,137,123,45,13,5,3,326,601,412,153,51,24,8,1249,952,395,114,42,10,3,1516,34,8,3,0,0,0,45,4,8,0,0,0,0,12,28,15,4,3,3,0,53,1018,426,121,45,13,3,1626,216,74,21,13,5,3,332,9,3,0,3,0,0,15,18,10,5,0,0,3,36,243,87,26,16,5,6,383,87,122,45,32,19,9,314,8489,13244,7480,7232,3633,1855,41933,7318,14414,7837,7893,3712,2160,43334,578,373,115,45,22,15,1148,196,161,50,21,6,8,442,774,534,165,66,28,23,1590,1139,450,101,25,5,4,1724,33,7,3,0,0,0,43,7,3,0,0,0,0,10,17,5,3,3,0,0,28,1196,465,107,28,5,4,1805,263,73,21,16,9,3,385,4,3,0,3,0,0,10,15,8,3,0,4,0,30,282,84,24,19,13,3,425,41,13,3,0
LGA33980,875,1606,883,1071,514,214,5163,43,8,4,3,0,0,58,9,4,0,4,0,0,17,52,12,4,7,0,0,75,115,43,12,4,0,0,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,118,43,12,4,0,0,177,78,37,4,10,0,0,129,7,5,3,0,0,0,15,5,10,3,3,0,0,21,90,52,10,13,0,0,165,18,18,3,11,6,0,56,1153,1731,912,1106,520,214,5636,867,1691,897,1145,567,238,5405,34,31,0,0,4,0,69,0,3,0,0,0,0,3,34,34,0,0,4,0,72,93,81,9,9,3,5,200,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,96,81,9,9,3,5,203,133,87,19,11,9,0,259,5,9,3,3,3,0,23,0,4,3,4,0,3,14,138,100,25,18,12,3,296,3,0,0,3
LGA34420,3,19,11,17,17,49,116,0,0,0,0,0,0,0,3,5,3,0,0,0,11,3,5,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,9,8,0,3,4,10,34,15,32,14,20,24,59,164,26,34,14,25,20,78,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA34570,31,18,9,14,8,23,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,12,4,3,3,5,5,32,46,22,12,17,13,28,138,15,28,11,20,11,28,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA34580,1491,3208,1440,1477,800,400,8816,88,58,18,9,5,4,182,9,5,3,3,0,0,20,97,63,21,12,5,4,202,117,57,25,12,3,0,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,3,0,0,0,15,123,63,28,12,3,0,229,64,35,10,4,3,4,120,10,4,4,0,3,3,24,5,10,4,5,0,0,24,79,49,18,9,6,7,168,15,17,7,7,3,3,52,1805,3400,1514,1517,817,414,9467,1666,3697,1608,1458,827,485,9741,120,52,16,3,6,6,203,8,15,5,4,0,0,32,128,67,21,7,6,6,235,136,44,16,9,4,0,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,136,47,16,9,4,0,212,74,38,7,10,3,0,132,11,15,6,3,0,0,35,3,6,0,0,0,0,9,88,59,13,13,3,0,176,3,0,0,0
LGA34590,8698,20556,13677,14373,6923,3765,67992,994,513,162,57,33,20,1779,1740,1505,591,254,88,29,4207,2734,2018,753,311,121,49,5986,1379,757,235,125,23,11,2530,24,12,0,0,0,0,36,0,5,3,3,3,3,17,66,64,13,3,6,4,156,1469,838,251,131,32,18,2739,428,163,32,21,8,3,655,3,4,3,0,3,3,16,15,12,0,3,3,0,33,446,179,35,24,14,6,704,127,148,82,64,31,13,465,13474,23739,14798,14903,7121,3851,77886,9669,22772,14092,14372,6888,4358,72151,1082,848,293,214,100,68,2605,1612,1484,519,316,80,37,4048,2694,2332,812,530,180,105,6653,1663,905,302,125,25,7,3027,18,31,19,19,3,0,90,0,0,0,0,0,0,0,46,29,11,11,3,3,103,1727,965,332,155,31,10,3220,392,150,27,15,7,4,595,20,4,3,3,0,0,30,8,11,5,0,3,0,27,420,165,35,18,10,4,652,0,0,3,3
LGA34710,282,433,214,199,150,61,1339,19,8,0,3,0,0,30,0,3,0,3,0,0,6,19,11,0,6,0,0,36,58,26,5,3,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,61,26,5,3,0,0,95,11,13,3,0,0,0,27,3,0,0,0,0,0,3,8,3,3,3,0,0,17,22,16,6,3,0,0,47,0,0,0,0,0,0,0,384,486,225,211,150,61,1517,289,451,207,189,113,43,1292,10,5,0,0,0,0,15,4,0,0,0,0,0,4,14,5,0,0,0,0,19,66,22,4,3,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,22,4,3,0,0,95,16,9,0,0,0,0,25,3,0,0,0,0,0,3,3,0,3,0,0,0,6,22,9,3,0,0,0,34,0,0,0,0
LGA34770,4256,9036,4855,5017,2359,1078,26601,466,331,89,22,5,4,917,123,105,25,11,6,0,270,589,436,114,33,11,4,1187,1408,706,188,66,12,8,2388,23,16,5,0,0,0,44,23,6,4,3,0,0,36,39,15,7,3,0,0,64,1493,743,204,72,12,8,2532,318,152,29,16,3,4,522,26,14,4,3,3,0,50,30,39,16,17,8,4,114,374,205,49,36,14,8,686,51,57,33,31,13,7,192,6763,10477,5255,5189,2409,1105,31198,4225,9893,5075,5566,2626,1241,28626,500,499,88,74,19,6,1186,98,76,37,18,0,3,232,598,575,125,92,19,9,1418,1507,1045,265,110,29,15,2971,3,3,0,3,0,0,9,27,54,16,11,0,0,108,7,9,3,3,0,0,22,1544,1111,284,127,29,15,3110,303,179,35,33,8,8,566,74,34,21,27,7,7,170,13,30,12,7,0,0,62,390,243,68,67,15,15,798,11,9,3,0
LGA34800,77,82,45,44,18,20,286,10,3,3,0,3,0,19,0,3,0,0,0,0,3,10,6,3,0,3,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,3,5,0,0,3,0,11,8,5,0,0,3,0,16,0,0,0,0,0,3,3,95,93,48,44,24,23,327,72,73,41,14,16,16,232,3,11,10,5,0,0,29,3,3,0,0,0,0,6,6,14,10,5,0,0,35,7,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,10,6,5,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,11,0,0,3,0
LGA34830,11,8,6,3,3,11,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,6,3,3,11,42,15,12,8,10,10,7,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0
LGA34860,910,1347,675,667,327,146,4072,36,8,6,3,0,0,53,0,0,0,0,0,0,0,36,8,6,3,0,0,53,122,46,8,5,3,0,184,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,125,46,8,5,3,0,187,39,10,0,3,0,0,52,4,4,0,0,0,0,8,7,15,5,5,0,3,35,50,29,5,8,0,3,95,19,5,3,4,3,0,34,1140,1435,697,687,333,149,4441,902,1470,638,634,318,144,4106,38,11,0,3,0,3,55,0,3,3,0,0,0,6,38,14,3,3,0,3,61,110,60,11,3,4,3,191,3,0,3,0,0,0,6,10,7,0,0,0,0,17,0,0,0,3,0,0,3,123,67,14,6,4,3,217,29,16,3,3,0,0,51,0,0,0,0,0,0,0,4,5,4,0,3,0,16,33,21,7,3,3,0,67,3,0,0,0
LGA35010,12099,28787,15760,17273,8066,3630,85615,1955,1387,315,139,50,28,3874,669,573,166,72,21,13,1514,2624,1960,481,211,71,41,5388,2834,1220,260,100,23,10,4447,301,245,38,10,3,3,600,100,62,5,3,0,0,170,134,78,16,3,4,4,239,3369,1605,319,116,30,17,5456,769,412,35,25,6,4,1251,15,4,0,0,3,3,25,42,28,12,12,5,3,102,826,444,47,37,14,10,1378,260,247,74,58,30,16,685,19178,33043,16681,17695,8211,3714,98522,14317,34865,17727,19517,8637,4076,99139,2424,1716,406,218,97,38,4899,620,619,217,87,34,15,1592,3044,2335,623,305,131,53,6491,3165,1536,295,104,33,16,5149,349,243,35,8,3,3,641,177,237,37,12,4,0,467,65,26,6,8,3,3,111,3756,2042,373,132,43,22,6368,778,424,54,24,10,11,1301,37,9,8,4,0,0,58,20,21,9,5,10,0,65,835,454,71,33,20,11,1424,10,5,3,6
LGA35250,13,39,25,25,12,62,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,16,39,25,25,12,62,179,27,41,28,30,32,60,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,7,3,0,0,0
LGA35300,768,1536,1027,1008,527,317,5183,67,57,17,4,7,0,152,4,10,3,3,0,0,20,71,67,20,7,7,0,172,426,253,74,34,17,7,811,15,17,3,3,3,0,41,3,0,0,0,0,0,3,8,0,0,0,0,0,8,452,270,77,37,20,7,863,118,90,21,22,6,5,262,72,0,0,0,0,0,72,30,20,6,7,0,0,63,220,110,27,29,6,5,397,8,9,5,6,4,3,35,1519,1992,1156,1087,564,332,6650,736,1419,801,825,430,284,4495,100,125,63,56,27,12,383,29,24,8,16,5,3,85,129,149,71,72,32,15,468,426,265,75,45,23,7,841,12,5,0,0,0,0,17,9,11,0,0,0,0,20,0,0,4,0,3,0,7,447,281,79,45,26,7,885,68,57,11,6,0,0,142,39,5,0,0,4,0,48,9,11,6,3,0,0,29,116,73,17,9,4,0,219,3,0,0,0
LGA35600,368,477,253,228,130,59,1515,24,22,13,10,3,3,75,4,7,0,3,0,0,14,28,29,13,13,3,3,89,30,11,3,3,3,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,11,3,3,3,0,50,14,14,0,0,0,0,28,3,0,0,0,0,3,6,5,6,4,5,0,0,20,22,20,4,5,0,3,54,3,3,3,0,0,0,9,451,540,276,249,136,65,1717,408,533,220,217,106,50,1534,15,9,3,0,0,0,27,0,0,0,0,0,0,0,15,9,3,0,0,0,27,46,14,3,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,6,46,14,6,0,3,0,69,7,4,3,0,0,0,14,3,0,0,0,0,0,3,3,7,3,0,0,3,16,13,11,6,0,0,3,33,0,0,0,0
LGA35670,27,24,22,29,19,41,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0,3,30,30,22,29,19,41,171,23,31,29,37,11,51,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,3,0,0,0,15,0,0,3,0,0,0,3,0,0,0,0,0,0,0,4,8,6,0,0,0,18,0,0,0,0
LGA35760,853,1414,550,467,224,126,3634,10,8,3,0,0,0,21,0,0,0,0,0,3,3,10,8,3,0,0,3,24,102,26,5,3,3,0,139,3,0,0,0,3,0,6,4,0,0,0,0,0,4,0,0,0,0,0,0,0,109,26,5,3,6,0,149,76,42,6,4,3,0,131,9,4,0,0,0,0,13,8,16,10,6,3,3,46,93,62,16,10,6,3,190,4,3,0,0,3,0,10,1069,1513,574,480,239,132,4007,897,1492,497,446,204,112,3648,5,4,0,0,0,0,9,10,3,0,0,0,0,13,15,7,0,0,0,0,22,76,34,5,4,0,0,119,6,0,0,0,0,0,6,4,0,0,0,0,0,4,0,0,0,0,0,0,0,86,34,5,4,0,0,129,86,31,6,4,0,0,127,8,11,0,0,0,0,19,7,12,4,3,3,4,33,101,54,10,7,3,4,179,0,0,0,0
LGA35780,62,58,37,56,45,128,386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,0,0,0,12,3,3,0,0,0,0,6,0,0,0,0,0,0,0,8,7,3,0,0,0,18,3,4,3,3,0,3,16,73,69,43,59,45,131,420,81,80,65,74,49,102,451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,5,3,0,0,20,3,0,0,0,0,0,3,0,0,0,0,0,0,0,11,4,5,3,0,0,23,0,0,0,0
LGA35790,19,21,24,30,42,150,286,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,4,4,3,3,24,6,0,0,3,0,0,9,0,0,0,3,0,0,3,12,4,4,10,3,3,36,0,0,0,0,3,0,3,31,28,28,40,48,153,328,15,41,46,52,46,139,339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,8,4,6,0,0,0,0,10,0,0,0,0,0,0,0,9,6,0,0,0,3,18,0,0,0,0
LGA35800,171,247,102,85,58,41,704,9,3,0,3,0,0,15,0,0,0,0,0,0,0,9,3,0,3,0,0,15,22,4,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,22,4,3,0,0,0,29,18,7,3,3,0,0,31,0,0,0,0,0,0,0,5,5,0,0,0,3,13,23,12,3,3,0,3,44,3,0,3,0,0,0,6,228,266,111,91,58,44,798,196,226,79,75,44,31,651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,9,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,9,0,0,0,0,30,15,9,0,0,0,0,24,3,0,0,0,0,0,3,3,3,3,0,0,0,9,21,12,3,0,0,0,36,0,0,0,0
LGA36070,20,33,18,15,12,40,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,33,18,15,12,40,138,17,29,25,21,15,32,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0
LGA36150,75,128,53,49,28,11,344,11,4,0,0,0,0,15,0,0,0,0,0,0,0,11,4,0,0,0,0,15,9,7,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,0,0,0,0,16,14,3,0,0,0,0,17,3,0,0,0,0,0,3,10,0,3,0,0,0,13,27,3,3,0,0,0,33,0,0,3,0,0,0,3,122,142,59,49,28,11,411,92,121,44,46,23,8,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,7,5,0,0,0,0,0,5,5,0,0,0,0,0,5,0,3,0,0,0,0,3,10,3,0,0,0,0,13,0,0,0,0
LGA36250,4601,11714,6279,7225,3381,1298,34498,1003,672,104,40,10,5,1834,739,743,287,146,34,13,1962,1742,1415,391,186,44,18,3796,578,252,58,16,11,3,918,31,38,13,0,3,0,85,13,10,3,0,0,0,26,37,29,4,3,3,0,76,659,329,78,19,17,3,1105,267,131,17,5,3,0,423,4,0,0,0,0,3,7,13,13,8,7,3,0,44,284,144,25,12,6,3,474,39,57,32,28,23,7,186,7325,13659,6805,7470,3471,1329,40059,5372,13268,6822,8110,3439,1385,38396,1253,870,136,91,27,9,2386,755,713,238,108,20,3,1837,2008,1583,374,199,47,12,4223,864,413,69,23,15,3,1387,58,79,23,8,0,0,168,28,15,3,3,3,0,52,20,16,3,0,0,0,39,970,523,98,34,18,3,1646,248,106,15,7,5,0,381,0,0,0,0,0,3,3,9,14,4,3,3,0,33,257,120,19,10,8,3,417,0,3,0,3
LGA36300,61,89,61,41,28,15,295,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,3,68,89,70,41,28,15,311,91,85,46,43,17,15,297,4,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,3,0,6,3,3,0,0,3,0,9,0,0,0,0
