State,Region Type,ASGS 2011,Frequency,Selected Medians and Averages,Time,Value,Flags
"Victoria","Statistical Area Level 3","Baw Baw","Annual","Median age of persons","2006",38,
"Victoria","Statistical Area Level 3","Baw Baw","Annual","Median age of persons","2011",40,
"Victoria","Statistical Area Level 3","Gippsland - East","Annual","Median age of persons","2001",41,
"Victoria","Statistical Area Level 3","Gippsland - East","Annual","Median age of persons","2006",44,
"Victoria","Statistical Area Level 3","Gippsland - East","Annual","Median age of persons","2011",46,
"Victoria","Statistical Area Level 3","Gippsland - South West","Annual","Median age of persons","2001",41,
"Victoria","Statistical Area Level 3","Gippsland - South West","Annual","Median age of persons","2006",44,
"Victoria","Statistical Area Level 3","Gippsland - South West","Annual","Median age of persons","2011",44,
"Victoria","Statistical Area Level 3","Latrobe Valley","Annual","Median age of persons","2001",35,
"Victoria","Statistical Area Level 3","Latrobe Valley","Annual","Median age of persons","2006",37,
"Victoria","Statistical Area Level 3","Latrobe Valley","Annual","Median age of persons","2011",38,
"Victoria","Statistical Area Level 3","Wellington","Annual","Median age of persons","2001",37,
"Victoria","Statistical Area Level 3","Wellington","Annual","Median age of persons","2006",39,
"Victoria","Statistical Area Level 3","Wellington","Annual","Median age of persons","2011",40,
"Victoria","Statistical Area Level 3","Brunswick - Coburg","Annual","Median age of persons","2001",34,
"Victoria","Statistical Area Level 3","Brunswick - Coburg","Annual","Median age of persons","2006",34,
"Victoria","Statistical Area Level 3","Brunswick - Coburg","Annual","Median age of persons","2011",34,
"Victoria","Statistical Area Level 3","Darebin - South","Annual","Median age of persons","2001",35,
"Victoria","Statistical Area Level 3","Darebin - South","Annual","Median age of persons","2006",36,
"Victoria","Statistical Area Level 3","Darebin - South","Annual","Median age of persons","2011",36,
"Victoria","Statistical Area Level 3","Essendon","Annual","Median age of persons","2001",35,
"Victoria","Statistical Area Level 3","Essendon","Annual","Median age of persons","2006",36,
"Victoria","Statistical Area Level 3","Essendon","Annual","Median age of persons","2011",36,
"Victoria","Statistical Area Level 3","Melbourne City","Annual","Median age of persons","2001",30,
"Victoria","Statistical Area Level 3","Melbourne City","Annual","Median age of persons","2006",30,
"Victoria","Statistical Area Level 3","Melbourne City","Annual","Median age of persons","2011",30,
"Victoria","Statistical Area Level 3","Port Phillip","Annual","Median age of persons","2001",34,
"Victoria","Statistical Area Level 3","Port Phillip","Annual","Median age of persons","2006",35,
"Victoria","Statistical Area Level 3","Port Phillip","Annual","Median age of persons","2011",35,
"Victoria","Statistical Area Level 3","Stonnington - West","Annual","Median age of persons","2001",34,
"Victoria","Statistical Area Level 3","Stonnington - West","Annual","Median age of persons","2006",35,
"Victoria","Statistical Area Level 3","Stonnington - West","Annual","Median age of persons","2011",35,
"Victoria","Statistical Area Level 3","Yarra","Annual","Median age of persons","2001",32,
"Victoria","Statistical Area Level 3","Yarra","Annual","Median age of persons","2006",33,
"Victoria","Statistical Area Level 3","Yarra","Annual","Median age of persons","2011",34,
"Victoria","Statistical Area Level 3","Boroondara","Annual","Median age of persons","2001",37,
"Victoria","Statistical Area Level 3","Boroondara","Annual","Median age of persons","2006",37,
"Victoria","Statistical Area Level 3","Boroondara","Annual","Median age of persons","2011",38,
"Victoria","Statistical Area Level 3","Manningham - West","Annual","Median age of persons","2001",39,
"Victoria","Statistical Area Level 3","Manningham - West","Annual","Median age of persons","2006",41,
"Victoria","Statistical Area Level 3","Manningham - West","Annual","Median age of persons","2011",42,
"Victoria","Statistical Area Level 3","Whitehorse - West","Annual","Median age of persons","2001",37,
"Victoria","Statistical Area Level 3","Whitehorse - West","Annual","Median age of persons","2006",38,
"Victoria","Statistical Area Level 3","Whitehorse - West","Annual","Median age of persons","2011",38,
"Victoria","Statistical Area Level 3","Bayside","Annual","Median age of persons","2001",40,
"Victoria","Statistical Area Level 3","Bayside","Annual","Median age of persons","2006",41,
"Victoria","Statistical Area Level 3","Bayside","Annual","Median age of persons","2011",42,
"Victoria","Statistical Area Level 3","Glen Eira","Annual","Median age of persons","2001",37,
"Victoria","Statistical Area Level 3","Glen Eira","Annual","Median age of persons","2006",37,
"Victoria","Statistical Area Level 3","Glen Eira","Annual","Median age of persons","2011",37,
"Victoria","Statistical Area Level 3","Kingston","Annual","Median age of persons","2001",37,
"Victoria","Statistical Area Level 3","Kingston","Annual","Median age of persons","2006",38,
"Victoria","Statistical Area Level 3","Kingston","Annual","Median age of persons","2011",39,
"Victoria","Statistical Area Level 3","Stonnington - East","Annual","Median age of persons","2001",36,
"Victoria","Statistical Area Level 3","Stonnington - East","Annual","Median age of persons","2006",36,
"Victoria","Statistical Area Level 3","Stonnington - East","Annual","Median age of persons","2011",37,
"Victoria","Statistical Area Level 3","Banyule","Annual","Median age of persons","2001",37,
"Victoria","Statistical Area Level 3","Banyule","Annual","Median age of persons","2006",38,
"Victoria","Statistical Area Level 3","Banyule","Annual","Median age of persons","2011",39,
"Victoria","Statistical Area Level 3","Darebin - North","Annual","Median age of persons","2001",36,
"Victoria","Statistical Area Level 3","Darebin - North","Annual","Median age of persons","2006",37,
"Victoria","Statistical Area Level 3","Darebin - North","Annual","Median age of persons","2011",36,
"Victoria","Statistical Area Level 3","Nillumbik - Kinglake","Annual","Median age of persons","2001",33,
"Victoria","Statistical Area Level 3","Nillumbik - Kinglake","Annual","Median age of persons","2006",36,
"Victoria","Statistical Area Level 3","Nillumbik - Kinglake","Annual","Median age of persons","2011",38,
"Victoria","Statistical Area Level 3","Whittlesea - Wallan","Annual","Median age of persons","2001",32,
"Victoria","Statistical Area Level 3","Whittlesea - Wallan","Annual","Median age of persons","2006",34,
"Victoria","Statistical Area Level 3","Whittlesea - Wallan","Annual","Median age of persons","2011",34,
"Victoria","Statistical Area Level 3","Keilor","Annual","Median age of persons","2001",38,
"Victoria","Statistical Area Level 3","Keilor","Annual","Median age of persons","2006",40,
"Victoria","Statistical Area Level 3","Keilor","Annual","Median age of persons","2011",41,
"Victoria","Statistical Area Level 3","Macedon Ranges","Annual","Median age of persons","2001",35,
"Victoria","Statistical Area Level 3","Macedon Ranges","Annual","Median age of persons","2006",37,
"Victoria","Statistical Area Level 3","Macedon Ranges","Annual","Median age of persons","2011",39,
"Victoria","Statistical Area Level 3","Moreland - North","Annual","Median age of persons","2001",37,
"Victoria","Statistical Area Level 3","Moreland - North","Annual","Median age of persons","2006",38,
"Victoria","Statistical Area Level 3","Moreland - North","Annual","Median age of persons","2011",36,
"Victoria","Statistical Area Level 3","Sunbury","Annual","Median age of persons","2001",32,
"Victoria","Statistical Area Level 3","Sunbury","Annual","Median age of persons","2006",34,
"Victoria","Statistical Area Level 3","Sunbury","Annual","Median age of persons","2011",36,
"Victoria","Statistical Area Level 3","Tullamarine - Broadmeadows","Annual","Median age of persons","2001",30,
"Victoria","Statistical Area Level 3","Tullamarine - Broadmeadows","Annual","Median age of persons","2006",32,
"Victoria","Statistical Area Level 3","Tullamarine - Broadmeadows","Annual","Median age of persons","2011",32,
"Victoria","Statistical Area Level 3","Knox","Annual","Median age of persons","2001",33,
"Victoria","Statistical Area Level 3","Knox","Annual","Median age of persons","2006",36,
"Victoria","Statistical Area Level 3","Knox","Annual","Median age of persons","2011",38,
"Victoria","Statistical Area Level 3","Manningham - East","Annual","Median age of persons","2001",36,
"Victoria","Statistical Area Level 3","Manningham - East","Annual","Median age of persons","2006",38,
"Victoria","Statistical Area Level 3","Manningham - East","Annual","Median age of persons","2011",41,
"Victoria","Statistical Area Level 3","Maroondah","Annual","Median age of persons","2001",35,
"Victoria","Statistical Area Level 3","Maroondah","Annual","Median age of persons","2006",37,
"Victoria","Statistical Area Level 3","Maroondah","Annual","Median age of persons","2011",38,
"Victoria","Statistical Area Level 3","Whitehorse - East","Annual","Median age of persons","2001",37,
"Victoria","Statistical Area Level 3","Whitehorse - East","Annual","Median age of persons","2006",38,
"Victoria","Statistical Area Level 3","Whitehorse - East","Annual","Median age of persons","2011",39,
"Victoria","Statistical Area Level 3","Yarra Ranges","Annual","Median age of persons","2001",34,
"Victoria","Statistical Area Level 3","Yarra Ranges","Annual","Median age of persons","2006",36,
"Victoria","Statistical Area Level 3","Yarra Ranges","Annual","Median age of persons","2011",38,
"Victoria","Statistical Area Level 3","Cardinia","Annual","Median age of persons","2001",33,
"Victoria","Statistical Area Level 3","Cardinia","Annual","Median age of persons","2006",34,
"Victoria","Statistical Area Level 3","Cardinia","Annual","Median age of persons","2011",34,
"Victoria","Statistical Area Level 3","Casey - North","Annual","Median age of persons","2001",32,
"Victoria","Statistical Area Level 3","Casey - North","Annual","Median age of persons","2006",34,
"Victoria","Statistical Area Level 3","Casey - North","Annual","Median age of persons","2011",35,
"Victoria","Statistical Area Level 3","Casey - South","Annual","Median age of persons","2001",30,
"Victoria","Statistical Area Level 3","Casey - South","Annual","Median age of persons","2006",31,
"Victoria","Statistical Area Level 3","Casey - South","Annual","Median age of persons","2011",32,
"Victoria","Statistical Area Level 3","Dandenong","Annual","Median age of persons","2001",35,
"Victoria","Statistical Area Level 3","Dandenong","Annual","Median age of persons","2006",36,
"Victoria","Statistical Area Level 3","Dandenong","Annual","Median age of persons","2011",36,
"Victoria","Statistical Area Level 3","Monash","Annual","Median age of persons","2001",38,
"Victoria","Statistical Area Level 3","Monash","Annual","Median age of persons","2006",38,
"Victoria","Statistical Area Level 3","Monash","Annual","Median age of persons","2011",38,
"Victoria","Statistical Area Level 3","Brimbank","Annual","Median age of persons","2001",32,
"Victoria","Statistical Area Level 3","Brimbank","Annual","Median age of persons","2006",34,
"Victoria","Statistical Area Level 3","Brimbank","Annual","Median age of persons","2011",34,
"Victoria","Statistical Area Level 3","Hobsons Bay","Annual","Median age of persons","2001",35,
